Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2010-01-04,15.566815376281738,15.635367279386827,15.504474554822151,15.571782727161896,78169752
2010-01-05,15.49826431274414,15.593888656095245,15.43741331835948,15.577495830390257,120067812
2010-01-06,15.107572555541992,15.544709831970051,15.060381777036955,15.544709831970051,158988852
2010-01-07,14.755875587463379,15.150790397379204,14.719862293290957,15.13588739809554,256315428
2010-01-08,14.95258903503418,14.983138054875857,14.63193743615811,14.70371793092847,188783028
2010-01-11,14.929986000061035,15.013191018025417,14.75438522943346,15.013191018025417,288227484
2010-01-12,14.66596508026123,14.856715894752476,14.604368226451106,14.844048582268174,193937868
2010-01-13,14.581767082214355,14.613806875472434,14.254162325826552,14.318490847811749,259604136
2010-01-14,14.650317192077637,14.758359911985238,14.475462278506445,14.502534719085673,169434396
2010-01-15,14.405670166015625,14.742464707641512,14.356987664717384,14.73699948565376,217162620
2010-01-19,14.594929695129395,14.664474500460294,14.313522831562578,14.435474703087793,172495332
2010-01-20,14.415852546691895,14.554196299468392,14.288686280071236,14.554196299468392,129897972
2010-01-21,14.479684829711914,14.575060237863331,14.21318001976065,14.491110304601714,252055692
2010-01-22,13.660796165466309,14.172196643025258,13.284509894932766,14.020689611221409,271743984
2010-01-25,13.412176132202148,13.657569725069932,13.300655876297702,13.575853577244004,176619204
2010-01-26,13.472281455993652,13.650613902535127,13.320029495588669,13.361756001752601,174045780
2010-01-27,13.464334487915039,13.602182276122054,13.295688742247782,13.44371922227228,158417424
2010-01-28,13.270354270935059,13.586037575468431,13.178704370895309,13.5236958043256,129034836
2010-01-29,13.162310600280762,13.436763356299263,13.054764805722447,13.37467052507978,165454380
2010-02-01,13.238809585571289,13.308106400963965,13.171252478787746,13.278052414153766,89941968
2010-02-02,13.191618919372559,13.286994327311543,13.104439451028506,13.286994327311543,163684152
2010-02-03,13.432541847229004,13.464333651609195,13.119840090015726,13.130768641086755,119844036
2010-02-04,13.08382511138916,13.362499361922966,13.053523135441312,13.337662607725694,134972892
2010-02-05,13.195841789245605,13.250732532352421,12.976528698805172,13.12406129548356,126113760
2010-02-08,13.249987602233887,13.461851574069803,13.201803915437962,13.225895758835923,107664228
2010-02-09,13.323753356933594,13.45017565302085,13.289725868112894,13.400749187409495,112671216
2010-02-10,13.274328231811523,13.357284317798253,13.106426469194837,13.264889507789528,106873020
2010-02-11,13.322759628295898,13.424345171289273,13.151382237991863,13.246260721514927,96303600
