Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.41838264465332,6.433078190699774,6.369497330115575,6.400987843132776,493729600
2010-01-05,6.429478168487549,6.465767349914706,6.395587924307902,6.436076347082854,601904800
2010-01-06,6.327209949493408,6.4549719006651864,6.320611769702303,6.429479333714045,552160000
2010-01-07,6.315512657165527,6.358100507320875,6.269626518023752,6.350602575880924,477131200
2010-01-08,6.357501029968262,6.3581012649785595,6.26992798327909,6.307116125958441,447610800
2010-01-11,6.301418304443359,6.388091997010646,6.251632836127654,6.382093651328366,462229600
2010-01-12,6.229740142822266,6.291222397736795,6.1907520892199335,6.2738267912926595,594459600
2010-01-13,6.3176116943359375,6.326009377038739,6.1211711080444156,6.2342375047515475,605892000
2010-01-14,6.281022071838379,6.311913142544086,6.268725867249277,6.301416441127559,432894000
2010-01-15,6.176056385040283,6.3461059116849805,6.174256881014274,6.326011450061215,594067600
2010-01-19,6.449273109436035,6.453771868410462,6.215343649119593,6.248033429729676,730007600
2010-01-20,6.350002765655518,6.464567947883259,6.283122422443444,6.445373644957507,612152800
2010-01-21,6.240238189697266,6.397391708933981,6.21444609331979,6.360503068825327,608154400
2010-01-22,5.930727481842041,6.223139973998957,5.913033166112639,6.201546734278127,881767600
2010-01-25,6.090281009674072,6.139165925840745,6.003906832994564,6.073486041998157,1065699600
2010-01-26,6.17635440826416,6.409384902660556,6.075584616253011,6.176654325509852,1867110000
2010-01-27,6.234538555145264,6.315513827156495,5.984112804164333,6.203647472313461,1722568400
2010-01-28,5.976912975311279,6.163157553564718,5.959218661235868,6.1460630738934565,1173502400
2010-01-29,5.7600789070129395,6.064188188295876,5.705795086572075,6.030598257476185,1245952400
2010-02-01,5.840156555175781,5.87824525608362,5.73728731124516,5.769377665419896,749876400
2010-02-02,5.874045372009277,5.887841567049598,5.799667887822983,5.875545358850313,698342400
2010-02-03,5.975116729736328,6.004208313774833,5.830859680277323,5.853353082272848,615328000
2010-02-04,5.759778022766113,5.949320872804074,5.745381998326654,5.900135256816186,757652000
2010-02-05,5.862049102783203,5.878244637257612,5.723790428529675,5.77717490798693,850306800
2010-02-08,5.821860313415527,5.934626796824991,5.818261306417096,5.868946520797875,478270800
2010-02-09,5.883942604064941,5.92323056667495,5.840755316371396,5.890840301116595,632886800
2010-02-10,5.851851940155029,5.896239298041465,5.826059854416686,5.874944770320464,370361600
2010-02-11,5.958319664001465,5.990710327679749,5.820061010436771,5.844653825349792,550345600
2010-02-12,6.009605407714844,6.0473941860112355,5.8632489712459295,5.941525383068205,655468800
2010-02-16,6.100179195404053,6.108876397622582,6.0437959381669915,6.056392065707889,543737600
2010-02-17,6.0746870040893555,6.127470852748636,6.024001375479951,6.123871844769956,436396800
2010-02-18,6.086081027984619,6.114872681768744,6.02579886575794,6.047092188335279,422825200
2010-02-19,6.048294544219971,6.0941810971136015,6.031499573339762,6.053993374193199,415469600
2010-02-22,6.010805606842041,6.073187212543278,5.973916975143906,6.068388935507556,390563600
2010-02-23,5.910035133361816,6.038097021022937,5.869547498017772,5.998208819871767,575094800
2010-02-24,6.018002510070801,6.0413952559553215,5.933427042388517,5.945123815754363,460566400
2010-02-25,6.058189868927002,6.083981951432909,5.904935758862327,5.919631303605027,665126000
2010-02-26,6.1367669105529785,6.153261960733327,6.058190584339443,6.06958704069675,507460800
2010-03-01,6.267829418182373,6.2831244013840735,6.161660683960263,6.170657803565441,550093600
2010-03-02,6.2636284828186035,6.323010493474761,6.2303380702578695,6.296018342829972,566546400
2010-03-03,6.278026103973389,6.294221641825188,6.236339191568273,6.266330127483421,372052800
2010-03-04,6.319414138793945,6.325712403752226,6.2570325252402865,6.276527555296795,366041200
2010-03-05,6.5665388107299805,6.58903220673107,6.436977346288985,6.446274782144528,899620400
2010-03-08,6.570437908172607,6.600728353550002,6.545545173231816,6.598329415625248,429889600
2010-03-09,6.688602924346924,6.747984950374677,6.534748947242772,6.5473450739117425,920259200
2010-03-10,6.7431864738464355,6.762381182367706,6.694001634955317,6.712896025732283,596218000
2010-03-11,6.762980937957764,6.762980937957764,6.697600957197639,6.715296081004242,405700400
2010-03-12,6.795971393585205,6.829860850904239,6.770478820733172,6.8190638269286445,416323600
2010-03-15,6.71319580078125,6.76298007283493,6.605527487069841,6.759381865910766,493502800
2010-03-16,6.731489181518555,6.747384396923159,6.673306830936135,6.723391815388166,446908000
2010-03-17,6.721592426300049,6.791471151561488,6.696100257931575,6.744985173674288,450956800
2010-03-18,6.737487316131592,6.747984020171499,6.676305394243688,6.7209914658367875,342109600
2010-03-19,6.6655097007751465,6.755182974985065,6.634918535361095,6.741687096362669,559445600
2010-03-22,6.740487575531006,6.777976839949612,6.602528812300733,6.612126166500352,456419600
2010-03-23,6.848754405975342,6.86135093240841,6.720992040410263,6.767178503150928,602431200
2010-03-24,6.8790459632873535,6.903938699558643,6.823262144553223,6.827161470001375,597780400
2010-03-25,6.797469139099121,6.927030996803523,6.785472448335607,6.925531010034494,542284400
2010-03-26,6.924932956695557,6.956423073137016,6.854453589753032,6.866450282214898,640875200
2010-03-29,6.9696173667907715,7.0140043199820035,6.946524939271255,6.987912719892327,540744400
2010-03-30,7.0733866691589355,7.122272783937225,7.025400706617771,7.095880064073632,527310000
2010-03-31,7.047895431518555,7.0961817208664435,7.031700696666116,7.062591781003132,430659600
2010-04-01,7.076987266540527,7.159762049442532,6.980416286064506,7.120174562446606,603145200
2010-04-05,7.15256404876709,7.1531638833783555,7.040997213613541,7.047295877455468,684507600
2010-04-06,7.184053897857666,7.205047305284982,7.107876515241747,7.143865785722259,447017200
2010-04-07,7.215843677520752,7.255431951572531,7.157660534955868,7.184352768365651,628502000
2010-04-08,7.196351051330566,7.244036700838811,7.1390680482063935,7.211046598631324,572989200
2010-04-09,7.251534461975098,7.254534435922096,7.211646661019895,7.2407382396634326,334182800
2010-04-12,7.266529560089111,7.2899223069491565,7.252133530730803,7.263829904160826,333026400
2010-04-13,7.270727634429932,7.281824974201377,7.23113935436052,7.253633550759477,306210800
2010-04-14,7.3684983253479,7.372097332342244,7.319913332618522,7.356202118540791,404076400
2010-04-15,7.465368747711182,7.468667436658121,7.3630989793445885,7.371196343739466,376784800
2010-04-16,7.4197845458984375,7.531951218447351,7.33431011378973,7.454873670257502,750545600
2010-04-19,7.409885406494141,7.434477817790325,7.250932482615088,7.408685737609105,566924400
2010-04-20,7.335509777069092,7.475268041459995,7.286624456348288,7.453974312672513,738326400
2010-04-21,7.7742791175842285,7.805170201663543,7.669609973182751,7.7616825899228195,982391200
2010-04-22,7.9917144775390625,8.000112163176945,7.683706172238064,7.744888509609536,793424800
2010-04-23,8.122474670410156,8.162962307787058,8.007609138545115,8.03729975228258,796955600
2010-04-26,8.0825834274292,8.171356514804108,8.043294675221011,8.153962118302713,479068800
2010-04-27,7.858853340148926,8.032801383228065,7.813267508753927,8.01570649624311,709343600
2010-04-28,7.845656871795654,7.917634618442725,7.690003402987489,7.895142023092084,758402400
2010-04-29,8.056794166564941,8.097581317742483,7.857953400973559,7.888243847056184,558840800
2010-04-30,7.830362796783447,8.11467722588353,7.8276639411622595,8.076888442102705,542463600
2010-05-03,7.988114833831787,8.034001783421228,7.884045525789653,7.91283758854297,454342000
2010-05-04,7.758083820343018,7.896342908574822,7.700201776905817,7.88434701604278,723819600
2010-05-05,7.677406311035156,7.741887321993499,7.459671180870159,7.588633202786843,883103200
2010-05-06,7.385295391082764,7.745187364029553,5.975715627338303,7.612627112617041,1285860800
2010-05-07,7.07368803024292,7.39489270421639,6.754283661213071,7.3091187448384725,1676018400
2010-05-10,7.617424488067627,7.637219029790955,7.453673647138216,7.505258621691143,984306400
2010-05-11,7.693302154541016,7.794371468019249,7.512755968572483,7.552943279647903,848906800
2010-05-12,7.8603515625,7.891542156237889,7.758682415808023,7.774876345917501,654379600
2010-05-13,7.7484869956970215,7.947627293751431,7.689704001039648,7.894242810926122,599712400
2010-05-14,7.612327575683594,7.692103988907666,7.482766484167351,7.652515699644949,759362800
2010-05-17,7.624320983886719,7.683103958172803,7.429079278281868,7.638717010449936,762834800
2010-05-18,7.568542003631592,7.754186456822704,7.505560154803836,7.707100629527197,782678400
2010-05-19,7.447977542877197,7.585336497839249,7.343309181509665,7.482767157682182,1025726800
2010-05-20,7.13067102432251,7.313316252071593,7.084184244083757,7.25423294545981,1282915200
2010-05-21,7.267429828643799,7.332810194664612,6.938427376287226,6.982514015631727,1223891200
2010-05-24,7.400589466094971,7.524752824929654,7.385594402041691,7.416185165591531,754238800
2010-05-25,7.354403495788574,7.400589156052803,7.112675769649705,7.178355653044309,1048006400
2010-05-26,7.321114540100098,7.561643445995963,7.310317515667073,7.500161591467869,850654000
2010-05-27,7.598230838775635,7.614426373460667,7.471069103156388,7.515755580923785,666282400
2010-05-28,7.704100131988525,7.779677696917858,7.598231317367684,7.779378180013654,815614800
2010-06-01,7.822563171386719,7.975817292687845,7.766479843114998,7.788373403421899,876472800
2010-06-02,7.916135787963867,7.94162755476338,7.807567337405935,7.933829705706585,688548000
2010-06-03,7.891244411468506,7.964122318833104,7.809968018213285,7.9530249774593695,650106800
2010-06-04,7.676509857177734,7.854655975448416,7.636622046990553,7.743989265420991,758304400
2010-06-07,7.525950908660889,7.7721769521018755,7.514253736079035,7.746384870753718,886942000
2010-06-08,7.477668762207031,7.611729022858751,7.367301573225111,7.594933650235495,1000770400
2010-06-09,7.293818950653076,7.554742110418038,7.272526030654454,7.541845270352678,854630000
2010-06-10,7.513058185577393,7.527153100567681,7.26383205888861,7.343008642151667,776356000
