Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2010-01-04,28.552135467529297,28.645423462831815,27.765868728559575,27.845829867390304,35460500
2010-01-05,29.105188369750977,29.21180067894341,28.50549254189484,28.512157241003212,41208300
2010-01-06,29.265127182006836,29.378404273990213,28.858669200456596,28.951954722184187,27729000
2010-01-07,29.844823837280273,30.06471069737241,29.058556801869262,29.17849601349731,44864700
2010-01-08,29.771516799926758,29.784843656691535,29.37172126433547,29.56495433282971,33110100
2010-01-11,29.671567916870117,30.11134404160509,29.52497756985055,30.06470131184821,31878700
2010-01-12,28.978586196899414,29.41836227714827,28.61210401182714,29.311749971083028,47109600
2010-01-13,29.48499298095703,29.671563874567084,28.565460284751587,29.018563205094107,39622000
2010-01-14,29.778175354003906,29.84480962976455,29.38504202344813,29.45167629920877,37938300
2010-01-15,29.105188369750977,29.604934045685113,28.87863689498732,29.518310750141904,69738500
2010-01-19,28.838668823242188,29.151843729265078,28.58546606783212,28.918629996166576,41731500
2010-01-20,28.91860580444336,29.10517663484721,28.458838341181114,28.658736022590517,39934400
2010-01-21,27.01291847229004,28.75203371915354,26.866325603408736,28.67873728471289,137547700
2010-01-22,26.09339714050293,27.452706493497278,25.866845581670535,27.08622670351988,106634900
2010-01-25,26.126708984375,26.579812032001676,25.880168442584704,26.493188717704033,56572200
2010-01-26,25.6136474609375,26.546507679712875,25.507035082377993,25.98679205681557,52975300
2010-01-27,26.20667839050293,26.31329075634187,25.367103785411864,25.553674790170188,66314300
2010-01-28,26.306617736816406,26.679762170202196,25.80020979464287,26.439883787442653,65047400
2010-01-29,25.946796417236328,26.55315444531091,25.853510957815338,26.419890955759854,53649000
2010-02-01,26.406572341918945,26.606470180486845,25.953469218850945,26.053416867215432,37408200
2010-02-02,27.019588470458984,27.10621178555842,26.453210926602466,26.519842681701398,45968500
2010-02-03,26.846345901489258,27.3860697571169,26.766384740638838,27.03958156078643,37373300
2010-02-04,25.553665161132812,26.599799401051794,25.553665161132812,26.513178633962287,57211800
2010-02-05,25.520353317260742,25.906824647496464,24.674116736559984,25.746904862817157,75224100
2010-02-08,25.120555877685547,25.51368933925027,24.867350629091682,25.51368933925027,58321000
2010-02-09,25.580331802368164,25.786894399764616,25.213851906594794,25.447065692494313,45173500
2010-02-10,25.90015983581543,26.319947044698893,25.666946131901692,25.746904752980868,39331800
2010-02-11,26.000110626220703,26.233324335585134,25.560334387248634,25.88017142087934,33830600
2010-02-12,25.953460693359375,26.10671573731308,25.560327305186615,25.766887235723395,38051100
2010-02-16,26.699745178222656,26.74638790416711,25.82019300064451,26.20666420628475,46425300
2010-02-17,26.679759979248047,26.95295421676969,26.493186506957404,26.8263503352442,34644100
2010-02-18,26.926294326782227,26.99292606042689,26.49984513104588,26.61311958660935,31809500
2010-02-19,26.673105239868164,27.119546258244153,26.586484442290107,26.726412692383185,40290200
